N,t,CD_mse,DS_mse,GPA_CD_mse,GPA_DS_mse,CD_time,DS_time,GPA_CD_time,GPA_DS_time
500,29,0.03568154573440552,0.009380937814712524,0.035580551624298094,0.009358084201812744,0.9255952715873719,0.9268589901924134,0.0006883573532104492,0.0006382822990417481
500,30,0.035987744331359865,0.007903384566307068,0.03593530893325805,0.007957353591918945,0.7097759699821472,0.7107703733444214,0.0004982757568359375,0.0004555034637451172
500,31,0.03664047956466675,0.008537294864654542,0.036643390655517576,0.008659376502037049,0.8745650315284729,0.8757514119148254,0.0006356906890869141,0.000589590072631836
500,32,0.037115564346313475,0.008030914068222046,0.03707456111907959,0.008087944984436036,0.9019247412681579,0.9031634259223938,0.0006723880767822265,0.0006224822998046875
500,33,0.03645626544952393,0.008820761442184449,0.03624657154083252,0.008707518577575684,0.9564267754554748,0.9577215361595154,0.0007060027122497559,0.0006539821624755859
500,34,0.032672786712646486,0.008599402904510499,0.03211264848709106,0.008086951971054078,0.9020569539070129,0.9032721996307373,0.0006661200523376464,0.0006188368797302246
500,35,0.034775075912475584,0.007803035378456116,0.034761357307434085,0.007881955504417419,0.9721993494033814,0.9735320210456848,0.0007250857353210449,0.0006708049774169922
500,36,0.0401924467086792,0.010410902500152587,0.03985672473907471,0.010155552625656128,0.8386874485015869,0.8398176097869873,0.0005906987190246582,0.0005456852912902832
500,37,0.036270015239715576,0.008031243681907654,0.036120078563690185,0.007965842485427857,0.9010824704170227,0.9023026990890503,0.0006475234031677246,0.0006009244918823242
500,38,0.035889155864715576,0.008642390370368958,0.03577666282653809,0.008595756292343139,0.882598557472229,0.8838460659980774,0.0007062482833862304,0.0006566023826599121
500,39,0.035879535675048826,0.008017153143882752,0.03587064743041992,0.008057844042778015,0.7756099438667298,0.7767056965827942,0.0006089997291564941,0.0005675458908081055
500,40,0.033028030395507814,0.007530639171600342,0.03294165372848511,0.0075232875347137455,0.822922387123108,0.8240913367271423,0.0006645512580871582,0.0006197452545166016
500,41,0.03641946077346802,0.009337225556373596,0.03636890649795532,0.009346317052841186,0.7588060307502746,0.7600958943367004,0.000621962547302246,0.0005528759956359863
500,42,0.03825923442840576,0.008400577902793884,0.0381407356262207,0.008386695981025696,0.8422575521469117,0.8435322952270508,0.000695197582244873,0.0006433510780334472
500,43,0.03854546546936035,0.009558046460151673,0.038642258644104005,0.00975742280483246,0.8320710778236389,0.8332632684707642,0.000669708251953125,0.0006249785423278808
500,44,0.03827818870544433,0.009174280762672425,0.038239426612854004,0.009226996898651123,0.7889054489135742,0.790047287940979,0.0006260275840759277,0.0005824136734008789
500,45,0.03747530221939087,0.010773518085479737,0.03686981678009033,0.010216377973556519,0.8852203750610351,0.886516945362091,0.000732114315032959,0.000679931640625
500,46,0.034414007663726806,0.008182749748229981,0.034105827808380125,0.007944830656051637,0.8168614840507508,0.8180365872383117,0.0006550145149230957,0.0006084656715393067
500,47,0.03718264102935791,0.009261839985847474,0.037259047031402585,0.009435283541679383,0.8285658025741577,0.8298935675621033,0.0006840348243713379,0.0006212210655212403
500,48,0.0374066686630249,0.008887894749641419,0.037246842384338376,0.008801705241203307,0.6757951760292054,0.6767057538032532,0.0004929924011230469,0.0004544234275817871
500,49,0.03418212890625,0.00884359896183014,0.03410768508911133,0.008875324726104736,0.721890640258789,0.7228533029556274,0.0005101227760314942,0.0004711771011352539
500,50,0.03317379474639893,0.0075681829452514645,0.033162858486175534,0.007650315165519715,0.9383818054199219,0.939616174697876,0.0006682896614074708,0.0006169986724853516
500,51,0.03614514827728271,0.008603655099868775,0.03597071647644043,0.008485777974128724,0.9057121539115905,0.9069152545928955,0.0006483817100524903,0.0006026148796081543
500,52,0.037319669723510744,0.008674471974372863,0.03702762842178345,0.008408373594284058,0.7628587865829468,0.7638663649559021,0.0005205535888671875,0.00047635793685913086
500,53,0.03560335159301758,0.008945700526237488,0.03561330556869507,0.00901304543018341,0.7509318137168884,0.7519484972953796,0.000527486801147461,0.00048525571823120116
500,54,0.0349244499206543,0.008841397762298584,0.035005700588226316,0.008993540406227112,0.778714542388916,0.7797312045097351,0.0005264782905578613,0.0004833221435546875
500,55,0.03479149103164673,0.007608641386032105,0.03475084066390991,0.007644025087356568,0.9059169220924378,0.9070917963981628,0.0006312251091003418,0.000585019588470459
500,56,0.03472735166549683,0.008656984567642212,0.03480807065963745,0.008877898454666138,0.8080104327201844,0.8090544462203979,0.0005407547950744629,0.0004960370063781739
500,57,0.03473511695861817,0.007639961838722229,0.03467921733856201,0.007698602676391601,0.9428643774986267,0.9440871834754944,0.0006583166122436523,0.0006096982955932618
500,58,0.036210126876831054,0.009652498364448547,0.03610366344451904,0.009617563486099243,0.9038947939872741,0.9050658011436462,0.0006299662590026855,0.0005813813209533691
500,59,0.030616419315338136,0.007951252460479737,0.030691261291503905,0.008117514848709106,0.8737325239181518,0.8748871469497681,0.0005795454978942871,0.0005377840995788574
500,60,0.037322468757629394,0.008855112195014954,0.03721701145172119,0.008862059712409973,0.8550364995002746,0.8561409711837769,0.0005824756622314453,0.0005369138717651367
500,61,0.03603997707366943,0.008861586451530457,0.03582617044448853,0.00870748221874237,0.8872235679626465,0.8883610963821411,0.000608053207397461,0.0005607271194458008
500,62,0.03877514362335205,0.009203998446464539,0.03859156847000122,0.009141947627067566,0.7480106782913208,0.7489799594879151,0.000493621826171875,0.00045279741287231447
500,63,0.03956247091293335,0.010350399017333985,0.039194238185882566,0.010076359510421753,0.8602331352233886,0.8613362026214599,0.000589296817779541,0.0005450701713562012
500,64,0.03570861339569092,0.010018433332443238,0.035853235721588134,0.010259547233581544,0.9154834794998169,0.9166622757911682,0.0006366777420043945,0.0005882573127746582
500,65,0.039561116695404054,0.00849478244781494,0.039544646739959714,0.008568543791770935,0.8104998803138733,0.8115471339225769,0.0005492043495178223,0.0005063295364379882
500,66,0.03875187635421753,0.010390666723251342,0.038597455024719236,0.010338245630264283,0.8668597960472106,0.8679854273796082,0.0005994081497192383,0.0005545544624328613
500,67,0.036541590690612795,0.008951269984245301,0.0365215277671814,0.00904521644115448,0.8433187651634216,0.8444324660301209,0.0005849766731262207,0.0005375480651855468
500,68,0.04087574005126953,0.009692153334617615,0.040414233207702634,0.00932577133178711,0.8917996549606323,0.8929877877235413,0.000639197826385498,0.0005918383598327637
500,69,0.03699873924255371,0.01081903338432312,0.036362483501434326,0.010214316844940185,0.8888203048706055,0.8900143599510193,0.0006461334228515625,0.0005982565879821777
500,70,0.036355493068695066,0.008601168990135194,0.03637200593948364,0.008699686527252197,0.8434825611114501,0.8446395778656006,0.0005979251861572266,0.000543203353881836
500,71,0.035871069431304935,0.008609578609466553,0.035825433731079104,0.008644619584083557,0.9070072841644287,0.9082066750526429,0.0006494736671447754,0.0006012940406799317
500,72,0.0383839750289917,0.009490819573402405,0.03816148281097412,0.009390385150909423,0.8376063752174377,0.8387113237380981,0.000599677562713623,0.0005577588081359863
500,73,0.0352961254119873,0.008934115767478943,0.03518116474151611,0.008926486968994141,0.835901391506195,0.8369958424568176,0.000584418773651123,0.000540015697479248
500,74,0.038473691940307614,0.009449220299720763,0.03848981380462647,0.009569257497787476,0.7564781045913697,0.7574726247787475,0.0005204296112060547,0.00047961950302124025
500,75,0.03355851411819458,0.008026771545410157,0.033478548526763914,0.008036586642265319,0.7719434475898743,0.7729687356948852,0.000536344051361084,0.000494987964630127
